CITY,STATE_NAME,COUNTRY_NAME,Local,latitude,longitude
Medford,Minnesota,United States,"Medford, Minnesota, United States",44.1741299,-93.2463242
Medford,Oregon,United States,"Medford, Oregon, United States",42.3264181,-122.8718605
Melbourne,Victoria,Australia,"Melbourne, Victoria, Australia",-37.8142454,144.9631732
Melton,Victoria,Australia,"Melton, Victoria, Australia",-37.6835714,144.5828446
Melville,New York,United States,"Melville, New York, United States",40.7835914,-73.4075575
Memphis,Tennessee,United States,"Memphis, Tennessee, United States",35.1460249,-90.0517638
Mentor,Ohio,United States,"Mentor, Ohio, United States",41.6664781,-81.3399769
Merritt Island,Florida,United States,"Merritt Island, Florida, United States",28.2662775,-80.6636984
Mesa,Arizona,United States,"Mesa, Arizona, United States",33.4151005,-111.831455
Mesquite,Texas,United States,"Mesquite, Texas, United States",32.7666103,-96.599472
Metchosin,British Columbia,Canada,"Metchosin, British Columbia, Canada",48.3796009,-123.535234
Metz,Moselle,France,"Metz, Moselle, France",49.1196964,6.1763552
Miami,Florida,United States,"Miami, Florida, United States",25.7741728,-80.19362
Michigan City,Indiana,United States,"Michigan City, Indiana, United States",41.7075394,-86.8950297
Midland,Michigan,United States,"Midland, Michigan, United States",43.6155825,-84.2472117
Milford,Connecticut,United States,"Milford, Connecticut, United States",41.2222218,-73.0570603
Mill Valley,California,United States,"Mill Valley, California, United States",37.9060368,-122.5449763
Millington,Tennessee,United States,"Millington, Tennessee, United States",35.3414745,-89.8973084
Milpitas,California,United States,"Milpitas, California, United States",37.4332273,-121.8989248
Milsons Point,New South Wales,Australia,"Milsons Point, New South Wales, Australia",-33.8471255,151.2115234
Milton Keynes,England,United Kingdom,"Milton Keynes, England, United Kingdom",52.0406502,-0.7594092
Milwaukee,Wisconsin,United States,"Milwaukee, Wisconsin, United States",43.0386475,-87.9090751
Milwaukie,Oregon,United States,"Milwaukie, Oregon, United States",45.4440051,-122.6412523
Minneapolis,Minnesota,United States,"Minneapolis, Minnesota, United States",44.9772995,-93.2654692
Mississauga,Ontario,Canada,"Mississauga, Ontario, Canada",43.5896231,-79.6443879
Missoula,Montana,United States,"Missoula, Montana, United States",46.8701049,-113.995267
Modesto,California,United States,"Modesto, California, United States",37.6393419,-120.9968892
Moline,Illinois,United States,"Moline, Illinois, United States",41.5058344,-90.5136642
Monroe,Michigan,United States,"Monroe, Michigan, United States",41.9153358,-83.5135665
Monroe,Washington,United States,"Monroe, Washington, United States",47.8552259,-121.971335
Monrovia,California,United States,"Monrovia, California, United States",34.1483499,-118.0014517
Montreal,Quebec,Canada,"Montreal, Quebec, Canada",45.5031824,-73.5698065
Morangis,Essonne,France,"Morangis, Essonne, France",48.7022956,2.3367599
Mosinee,Wisconsin,United States,"Mosinee, Wisconsin, United States",44.7927669,-89.7030748
Muehlheim,Hamburg,Germany,"Muehlheim, Hamburg, Germany",51.4275,6.8803
Myrtle Beach,South Carolina,United States,"Myrtle Beach, South Carolina, United States",33.6956461,-78.8900409
Mühlheim,Hamburg,Germany,"Mühlheim, Hamburg, Germany",51.4275,6.8803
München,Hamburg,Germany,"München, Hamburg, Germany",48.137154,11.576124
München,Hessen,Germany,"München, Hessen, Germany",51.2887665,9.4873758
München,Nordrhein-Westfalen,Germany,"München, Nordrhein-Westfalen, Germany",51.1802965,6.8017673
München,Saarland,Germany,"München, Saarland, Germany",49.2100385,7.0201727
Münster,Saarland,Germany,"Münster, Saarland, Germany",49.4680556,7.1675793
N. Vancouver,British Columbia,Canada,"N. Vancouver, British Columbia, Canada",49.3206294,-123.0737925
Nashua,New Hampshire,United States,"Nashua, New Hampshire, United States",42.7656251,-71.4677032
Nashville,Tennessee,United States,"Nashville, Tennessee, United States",36.1622767,-86.7742984
National City,California,United States,"National City, California, United States",32.6781085,-117.0991967
Nepean,Ontario,Canada,"Nepean, Ontario, Canada",45.3112854,-75.7887426
Neunkirchen,Saarland,Germany,"Neunkirchen, Saarland, Germany",49.34987,7.1841564
New Castle,Indiana,United States,"New Castle, Indiana, United States",39.9289351,-85.3702477
New Hartford,New York,United States,"New Hartford, New York, United States",43.073653,-75.287933
New Haven,Connecticut,United States,"New Haven, Connecticut, United States",41.3082138,-72.9250518
New York,New York,United States,"New York, New York, United States",40.7127281,-74.0060152
Newark,California,United States,"Newark, California, United States",37.5296593,-122.0402399
Newcastle,New South Wales,Australia,"Newcastle, New South Wales, Australia",-32.9192953,151.7795348
Newcastle upon Tyne,England,United Kingdom,"Newcastle upon Tyne, England, United Kingdom",54.9738474,-1.6131572
Newport,Kentucky,United States,"Newport, Kentucky, United States",39.0889469,-84.4919524
Newport Beach,California,United States,"Newport Beach, California, United States",33.6170092,-117.9294401
Newport Hills,Washington,United States,"Newport Hills, Washington, United States",47.5409331,-122.1765106
Newport News,Virginia,United States,"Newport News, Virginia, United States",36.9775016,-76.42977
Newton,British Columbia,Canada,"Newton, British Columbia, Canada",49.1409113,-122.8506547
Norridge,Illinois,United States,"Norridge, Illinois, United States",41.9633641,-87.827284
North Bend,Washington,United States,"North Bend, Washington, United States",47.4957757,-121.784889
North Las Vegas,Nevada,United States,"North Las Vegas, Nevada, United States",36.2005843,-115.121584
North Miami Beach,Florida,United States,"North Miami Beach, Florida, United States",25.9331488,-80.1625463
North Randall,Ohio,United States,"North Randall, Ohio, United States",41.434424,-81.525492
North Ryde,New South Wales,Australia,"North Ryde, New South Wales, Australia",-33.7975472,151.127306
North Sioux City,South Dakota,United States,"North Sioux City, South Dakota, United States",42.5246831,-96.4872384
North Sydney,New South Wales,Australia,"North Sydney, New South Wales, Australia",-33.8354519,151.2083011
Norwood,Massachusetts,United States,"Norwood, Massachusetts, United States",42.194543,-71.1994976
Novato,California,United States,"Novato, California, United States",38.1061979,-122.5681191
Novi,Michigan,United States,"Novi, Michigan, United States",42.48059,-83.4754913
Oak Bay,British Columbia,Canada,"Oak Bay, British Columbia, Canada",48.4261126,-123.3170727
Oakland,California,United States,"Oakland, California, United States",37.8044557,-122.271356
Oberlin,Ohio,United States,"Oberlin, Ohio, United States",41.2939386,-82.2173786
Odessa,Missouri,United States,"Odessa, Missouri, United States",38.9995797,-93.9539663
Offenbach,Saarland,Germany,"Offenbach, Saarland, Germany",50.099998,8.800000
Ogden,Utah,United States,"Ogden, Utah, United States",41.2230048,-111.9738429
Olympia,Washington,United States,"Olympia, Washington, United States",47.0451022,-122.8950075
Ontario,California,United States,"Ontario, California, United States",34.065846,-117.64843
Orange,California,United States,"Orange, California, United States",33.750631,-117.8722311
Oregon City,Oregon,United States,"Oregon City, Oregon, United States",45.3573429,-122.606758
Orlando,Florida,United States,"Orlando, Florida, United States",28.5421109,-81.3790304
Orleans,Loiret,France,"Orleans, Loiret, France",47.9027336,1.9086066
Orly,Val de Marne,France,"Orly, Val de Marne, France",48.7431683,2.402391
Ottawa,Ontario,Canada,"Ottawa, Ontario, Canada",45.4208777,-75.6901106
Outremont,Quebec,Canada,"Outremont, Quebec, Canada",45.5186167,-73.6068856
Oxford,England,United Kingdom,"Oxford, England, United Kingdom",51.7520131,-1.2578499
Oxnard,California,United States,"Oxnard, California, United States",34.1976308,-119.180381
Oxon,England,United Kingdom,"Oxon, England, United Kingdom",51.833333,-1.25
Paderborn,Hamburg,Germany,"Paderborn, Hamburg, Germany",51.716667,8.766667
Paderborn,Nordrhein-Westfalen,Germany,"Paderborn, Nordrhein-Westfalen, Germany",51.7177044,8.752653
Palo Alto,California,United States,"Palo Alto, California, United States",37.4443293,-122.1598465
Pantin,Seine Saint Denis,France,"Pantin, Seine Saint Denis, France",48.8965023,2.4019804
Paris,Seine (Paris),France,"Paris, Seine (Paris), France",48.8252181,2.7054865
Paris La Defense,Hauts de Seine,France,"Paris La Defense, Hauts de Seine, France",48.8956766,2.2296581
Park City,Utah,United States,"Park City, Utah, United States",40.6460921,-111.4979963
Parker,Colorado,United States,"Parker, Colorado, United States",39.5184514,-104.7612638
Peoria,Illinois,United States,"Peoria, Illinois, United States",40.6938609,-89.5891008
Perth,South Australia,Australia,"Perth, South Australia, Australia",-35.1269922,138.5041494
Peterborough,England,United Kingdom,"Peterborough, England, United Kingdom",52.5725769,-0.2427336
Phoenix,Arizona,United States,"Phoenix, Arizona, United States",33.4484367,-112.074141
Pigeon Forge,Tennessee,United States,"Pigeon Forge, Tennessee, United States",35.7884241,-83.5543329
Plaistow,New Hampshire,United States,"Plaistow, New Hampshire, United States",42.8364781,-71.0947805
Plano,Texas,United States,"Plano, Texas, United States",33.0136764,-96.6925096
Pleasanton,California,United States,"Pleasanton, California, United States",37.6624312,-121.8746789
Pnot-Rouge,Quebec,Canada,"Pnot-Rouge, Quebec, Canada",46.8,-71.2
Poing,Saarland,Germany,"Poing, Saarland, Germany",48.17004,11.81863
Pontiac,Michigan,United States,"Pontiac, Michigan, United States",42.6389216,-83.2910468
Port Hammond,British Columbia,Canada,"Port Hammond, British Columbia, Canada",49.2033686,-122.658062
Port Huron,Michigan,United States,"Port Huron, Michigan, United States",42.9760854,-82.4333742
Port Macquarie,New South Wales,Australia,"Port Macquarie, New South Wales, Australia",-31.4299499,152.9103525
Port Orchard,Washington,United States,"Port Orchard, Washington, United States",47.5315625,-122.6384056
Portland,Oregon,United States,"Portland, Oregon, United States",45.5202471,-122.674194
Puyallup,Washington,United States,"Puyallup, Washington, United States",47.1849009,-122.29214
Quebec,Quebec,Canada,"Quebec, Quebec, Canada",46.8137431,-71.2084061
Racine,Wisconsin,United States,"Racine, Wisconsin, United States",42.7313756,-87.7834769
Raleigh,North Carolina,United States,"Raleigh, North Carolina, United States",35.7803977,-78.6390989
Randolph,Massachusetts,United States,"Randolph, Massachusetts, United States",42.1626018,-71.0413386
Reading,England,United Kingdom,"Reading, England, United Kingdom",51.4514953,-0.9836342
Redford,Michigan,United States,"Redford, Michigan, United States",42.3833698,-83.2965971
Redlands,California,United States,"Redlands, California, United States",34.0550328,-117.1827445
Redmond,Washington,United States,"Redmond, Washington, United States",47.6694141,-122.1238767
Redwood City,California,United States,"Redwood City, California, United States",37.4863239,-122.232523
Reno,Nevada,United States,"Reno, Nevada, United States",39.5261206,-119.8126581
Renton,Washington,United States,"Renton, Washington, United States",47.4799078,-122.2034496
Rhodes,New South Wales,Australia,"Rhodes, New South Wales, Australia",-33.8290589,151.0873578
Richmond,British Columbia,Canada,"Richmond, British Columbia, Canada",49.163168,-123.137414
Richmond Hill,Ontario,Canada,"Richmond Hill, Ontario, Canada",43.8801166,-79.4392925
Rio Rancho,New Mexico,United States,"Rio Rancho, New Mexico, United States",35.2702448,-106.6329806
Riverton,Utah,United States,"Riverton, Utah, United States",40.5179761,-111.9393701
Rock Springs,Wyoming,United States,"Rock Springs, Wyoming, United States",41.5860557,-109.2194544
Rockhampton,Queensland,Australia,"Rockhampton, Queensland, Australia",-23.3782137,150.5134227
Rocky Mount,North Carolina,United States,"Rocky Mount, North Carolina, United States",35.9423833,-77.7956949
Roissy en Brie,Seine et Marne,France,"Roissy en Brie, Seine et Marne, France",48.7903787,2.6545195
Roncq,Nord,France,"Roncq, Nord, France",50.7531232,3.1209016
Roubaix,Nord,France,"Roubaix, Nord, France",50.6915893,3.1741734
Round Rock,Texas,United States,"Round Rock, Texas, United States",30.5085915,-97.6788056
Royal Oak,British Columbia,Canada,"Royal Oak, British Columbia, Canada",49.2200742,-122.988416
Runcorn,England,United Kingdom,"Runcorn, England, United Kingdom",53.3421509,-2.7334941
Saarbrücken,Saarland,Germany,"Saarbrücken, Saarland, Germany",49.234362,6.996379
Saarlouis,Saarland,Germany,"Saarlouis, Saarland, Germany",49.3164661,6.749846
Sacramento,California,United States,"Sacramento, California, United States",38.5810606,-121.493895
Saginaw,Michigan,United States,"Saginaw, Michigan, United States",43.4200387,-83.9490365
Saint Ann,Missouri,United States,"Saint Ann, Missouri, United States",38.7272735,-90.3831719
Saint Germain en Laye,Yveline,France,"Saint Germain en Laye, Yveline, France",48.8986,2.0943
Saint John,Brunswick,Canada,"Saint John, Brunswick, Canada",45.2787992,-66.0585188
Saint Louis,Missouri,United States,"Saint Louis, Missouri, United States",38.6280278,-90.1910154
Saint Matthews,Kentucky,United States,"Saint Matthews, Kentucky, United States",38.2528489,-85.6557947
Saint Ouen,Charente-Maritime,France,"Saint Ouen, Charente-Maritime, France",45.8714526,-0.1646067
Saint Ouen,Loir et Cher,France,"Saint Ouen, Loir et Cher, France",47.8083034,1.0771718
Saint Ouen,Somme,France,"Saint Ouen, Somme, France",50.03683,2.1223737
Saint-Denis,Seine Saint Denis,France,"Saint-Denis, Seine Saint Denis, France",48.935773,2.3580232
Sainte-Foy,Quebec,Canada,"Sainte-Foy, Quebec, Canada",46.7743268,-71.2994438
Salem,Oregon,United States,"Salem, Oregon, United States",44.9391565,-123.033121
Salt Lake City,Utah,United States,"Salt Lake City, Utah, United States",40.7596198,-111.886797
Salzgitter,Hessen,Germany,"Salzgitter, Hessen, Germany",51.2486634,9.4476163
Sammamish,Washington,United States,"Sammamish, Washington, United States",47.6017554,-122.0416844
San Antonio,Texas,United States,"San Antonio, Texas, United States",29.4246002,-98.4951405
San Bruno,California,United States,"San Bruno, California, United States",37.6248536,-122.4145986
San Carlos,California,United States,"San Carlos, California, United States",37.504936,-122.261823
San Diego,California,United States,"San Diego, California, United States",32.7174202,-117.162772
San Francisco,California,United States,"San Francisco, California, United States",37.7792588,-122.4193286
San Gabriel,California,United States,"San Gabriel, California, United States",34.0990995,-118.1085554
San Jose,California,United States,"San Jose, California, United States",37.3361663,-121.890591
San Mateo,California,United States,"San Mateo, California, United States",37.496904,-122.3330573
San Ramon,California,United States,"San Ramon, California, United States",37.7648021,-121.9544387
San Ysidro,California,United States,"San Ysidro, California, United States",32.5520013,-117.0430813
Sand City,California,United States,"Sand City, California, United States",36.6171819,-121.848285
Sandpoint,Idaho,United States,"Sandpoint, Idaho, United States",48.2765903,-116.553247
Sandy,Utah,United States,"Sandy, Utah, United States",40.5710454,-111.8953815
Santa Ana,California,United States,"Santa Ana, California, United States",33.7494951,-117.873221
Santa Cruz,California,United States,"Santa Cruz, California, United States",37.050096,-121.99059
Santa Fe,New Mexico,United States,"Santa Fe, New Mexico, United States",35.6876096,-105.938456
Santa Monica,California,United States,"Santa Monica, California, United States",34.0194704,-118.491227
Sarasota,Florida,United States,"Sarasota, Florida, United States",27.3365805,-82.5308545
Savannah,Georgia,United States,"Savannah, Georgia, United States",32.0790074,-81.0921335
Scottsdale,Arizona,United States,"Scottsdale, Arizona, United States",33.4942189,-111.926018
Seaford,Victoria,Australia,"Seaford, Victoria, Australia",-38.1040134,145.1282259
Seattle,Washington,United States,"Seattle, Washington, United States",47.6038321,-122.330062
Sedro Woolley,Washington,United States,"Sedro Woolley, Washington, United States",48.504994,-122.235109
Sequim,Washington,United States,"Sequim, Washington, United States",48.0849312,-123.1096706
Shawnee,British Columbia,Canada,"Shawnee, British Columbia, Canada",49.2180508,-123.0450863
Shelton,Washington,United States,"Shelton, Washington, United States",47.2150945,-123.100706
Sherman Oaks,California,United States,"Sherman Oaks, California, United States",34.1508718,-118.448986
Sillery,Quebec,Canada,"Sillery, Quebec, Canada",46.7820575,-71.25273
Silverwater,New South Wales,Australia,"Silverwater, New South Wales, Australia",-33.1029115,151.5600857
Simi Valley,California,United States,"Simi Valley, California, United States",34.2677404,-118.7538071
Smithfield,North Carolina,United States,"Smithfield, North Carolina, United States",35.5111996,-78.346102
Solingen,Nordrhein-Westfalen,Germany,"Solingen, Nordrhein-Westfalen, Germany",51.1721629,7.0845893
Somerset,Kentucky,United States,"Somerset, Kentucky, United States",37.0920222,-84.6041084
Sooke,British Columbia,Canada,"Sooke, British Columbia, Canada",48.3825724,-123.731517
South Bend,Indiana,United States,"South Bend, Indiana, United States",41.6833813,-86.2500066
South Melbourne,Victoria,Australia,"South Melbourne, Victoria, Australia",-37.83344,144.9570533
Southfield,Michigan,United States,"Southfield, Michigan, United States",42.4733689,-83.2218731
Southgate,Michigan,United States,"Southgate, Michigan, United States",42.2037103,-83.2067556
Sparks,Nevada,United States,"Sparks, Nevada, United States",39.5404679,-119.7487235
Spokane,Washington,United States,"Spokane, Washington, United States",47.6571934,-117.42351
Spring Valley,California,United States,"Spring Valley, California, United States",32.7295705,-116.9668895
Springdale,Ohio,United States,"Springdale, Ohio, United States",39.287002,-84.4852213
Springfield,Oregon,United States,"Springfield, Oregon, United States",44.0462362,-123.0220289
Springwood,New South Wales,Australia,"Springwood, New South Wales, Australia",-33.7017613,150.5655467
St. Leonards,New South Wales,Australia,"St. Leonards, New South Wales, Australia",-33.8225666,151.1923402
Stamford,Connecticut,United States,"Stamford, Connecticut, United States",41.0534302,-73.5387341
Stockton,California,United States,"Stockton, California, United States",37.9577016,-121.290779
Stoke-on-Trent,England,United Kingdom,"Stoke-on-Trent, England, United Kingdom",53.0162014,-2.1812607
Stuttgart,Saarland,Germany,"Stuttgart, Saarland, Germany",48.783333,9.183333
Sugar Land,Texas,United States,"Sugar Land, Texas, United States",29.6196787,-95.6349463
Sulzbach Taunus,Saarland,Germany,"Sulzbach Taunus, Saarland, Germany",50.1408,8.5128
Sunbury,Victoria,Australia,"Sunbury, Victoria, Australia",-37.5791363,144.7279832
Sunrise,Florida,United States,"Sunrise, Florida, United States",26.1666888,-80.2787573
Suresnes,Hauts de Seine,France,"Suresnes, Hauts de Seine, France",48.8709053,2.2255727
Surprise,Arizona,United States,"Surprise, Arizona, United States",33.629247,-112.3681428
Surrey,British Columbia,Canada,"Surrey, British Columbia, Canada",49.1913033,-122.849143
Suwanee,Georgia,United States,"Suwanee, Georgia, United States",34.0514898,-84.0712997
Sydney,New South Wales,Australia,"Sydney, New South Wales, Australia",-33.8698439,151.2082848
Sèvres,Hauts de Seine,France,"Sèvres, Hauts de Seine, France",48.8247407,2.2127083
Tacoma,Washington,United States,"Tacoma, Washington, United States",47.2455013,-122.438329
Tampa,Florida,United States,"Tampa, Florida, United States",27.9477595,-82.458444
Tigard,Oregon,United States,"Tigard, Oregon, United States",45.4307473,-122.771933
Tilton,New Hampshire,United States,"Tilton, New Hampshire, United States",43.4421879,-71.5888039
Tooele,Utah,United States,"Tooele, Utah, United States",40.4062872,-113.1966394
Toronto,Ontario,Canada,"Toronto, Ontario, Canada",43.6534817,-79.3839347
Torrance,California,United States,"Torrance, California, United States",33.8371392,-118.3413606
Townsville,Queensland,Australia,"Townsville, Queensland, Australia",-19.2569391,146.8239537
Trabuco Canyon,California,United States,"Trabuco Canyon, California, United States",33.6626232,-117.58938
Tremblay-en-France,Seine Saint Denis,France,"Tremblay-en-France, Seine Saint Denis, France",48.9802035,2.5589558
Troutdale,Oregon,United States,"Troutdale, Oregon, United States",45.5392862,-122.3873133
Tucson,Arizona,United States,"Tucson, Arizona, United States",32.2228765,-110.974847
Tupelo,Mississippi,United States,"Tupelo, Mississippi, United States",34.2576067,-88.7033859
Tuscola,Illinois,United States,"Tuscola, Illinois, United States",39.7998585,-88.2884552
Union City,California,United States,"Union City, California, United States",37.5872576,-122.0215737
Upland,California,United States,"Upland, California, United States",34.09751,-117.6483876
Valley Stream,New York,United States,"Valley Stream, New York, United States",40.6631362,-73.7056955
Van Nuys,California,United States,"Van Nuys, California, United States",34.1866193,-118.4486675
Vancouver,British Columbia,Canada,"Vancouver, British Columbia, Canada",49.2608724,-123.113952
Vancouver,Ontario,Canada,"Vancouver, Ontario, Canada",50.1522094,-87.8346434
Vero Beach,Florida,United States,"Vero Beach, Florida, United States",27.6387163,-80.3975399
Verrieres Le Buisson,Essonne,France,"Verrieres Le Buisson, Essonne, France",48.7467819,2.2653844
Versailles,Yveline,France,"Versailles, Yveline, France",48.801407,2.130122
Victoria,British Columbia,Canada,"Victoria, British Columbia, Canada",48.4283182,-123.364953
Ville De'anjou,Quebec,Canada,"Ville De'anjou, Quebec, Canada",45.6066,-73.5556
Villeneuve-d'Ascq,Nord,France,"Villeneuve-d'Ascq, Nord, France",50.6193174,3.1314002
Virginia Beach,Virginia,United States,"Virginia Beach, Virginia, United States",36.8496579,-75.9760751
Visalia,California,United States,"Visalia, California, United States",36.3302284,-119.292058
W. Linn,Oregon,United States,"W. Linn, Oregon, United States",45.3656761,-122.612314
W. York,England,United Kingdom,"W. York, England, United Kingdom",53.9590555,-1.0815361
Walla Walla,Washington,United States,"Walla Walla, Washington, United States",46.2055155,-118.5174284
Warrington,England,United Kingdom,"Warrington, England, United Kingdom",53.4018582,-2.5680224
Warrnambool,Victoria,Australia,"Warrnambool, Victoria, Australia",-38.3826242,142.4814199
Warwick,Rhode Island,United States,"Warwick, Rhode Island, United States",41.6992717,-71.4586114
Washougal,Washington,United States,"Washougal, Washington, United States",45.5819594,-122.3479921
Waterbury,Connecticut,United States,"Waterbury, Connecticut, United States",41.5538091,-73.0438362
Waterloo,Ontario,Canada,"Waterloo, Ontario, Canada",43.4652699,-80.5222961
Watford,England,United Kingdom,"Watford, England, United Kingdom",51.6553875,-0.3957425
Wenatchee,Washington,United States,"Wenatchee, Washington, United States",47.4234599,-120.310349
Werne,Nordrhein-Westfalen,Germany,"Werne, Nordrhein-Westfalen, Germany",51.66268,7.6355052
West Chicago,Illinois,United States,"West Chicago, Illinois, United States",41.8847507,-88.2039607
West Covina,California,United States,"West Covina, California, United States",34.0686208,-117.9389526
West Sussex,England,United Kingdom,"West Sussex, England, United Kingdom",50.9445845,-0.5278477
Westland,Michigan,United States,"Westland, Michigan, United States",42.3238056,-83.4005321
Westminster,British Columbia,Canada,"Westminster, British Columbia, Canada",49.2182468,-122.8949917
Westminster,Colorado,United States,"Westminster, Colorado, United States",39.8366528,-105.0372046
Weston,Ontario,Canada,"Weston, Ontario, Canada",43.7000465,-79.5127589
Westport,Connecticut,United States,"Westport, Connecticut, United States",41.1414855,-73.3578955
Whittier,California,United States,"Whittier, California, United States",33.9749136,-118.0338664
Winnipeg,Manitoba,Canada,"Winnipeg, Manitoba, Canada",49.8955367,-97.1384584
Winston-Salem,North Carolina,United States,"Winston-Salem, North Carolina, United States",36.0998131,-80.2440518
Wokingham,England,United Kingdom,"Wokingham, England, United Kingdom",51.4570846,-0.886537
Wollongong,New South Wales,Australia,"Wollongong, New South Wales, Australia",-34.4243941,150.89385
Wood Dale,Illinois,United States,"Wood Dale, Illinois, United States",41.9633625,-87.9789562
Woodburn,Oregon,United States,"Woodburn, Oregon, United States",45.143731,-122.8553725
Woodbury,Minnesota,United States,"Woodbury, Minnesota, United States",44.919896,-92.9339449
Woodinville,Washington,United States,"Woodinville, Washington, United States",47.7545827,-122.1588902
Woodland Hills,California,United States,"Woodland Hills, California, United States",34.1684364,-118.6058382
Woolston,England,United Kingdom,"Woolston, England, United Kingdom",50.8949017,-1.3739192
Woonsocket,Rhode Island,United States,"Woonsocket, Rhode Island, United States",42.0028761,-71.5147839
Wrentham,Massachusetts,United States,"Wrentham, Massachusetts, United States",42.0667652,-71.3281114
Yakima,Washington,United States,"Yakima, Washington, United States",46.601557,-120.510842
York,England,United Kingdom,"York, England, United Kingdom",53.9656578,-1.0743052
Zeeland,Michigan,United States,"Zeeland, Michigan, United States",42.8123375,-86.0165267
